Whitestone, Alaska			
Latitude: 64 deg 9.6 N, Longitude: 145 deg 52.9 W, Elevation: 310 meters			
Source: Alaska Energy Authority (www.akenergyauthority.org/programwind.html)			
Wind speed measurements are in meters per second.  Direction is degrees from True North.			
			
Timestamp	Spd (30m height)	Spd (20m height)	Dir
4/18 11:00	5.50	5.07	117
4/18 12:00	6.85	6.37	112
4/18 13:00	6.95	6.33	114
4/18 14:00	6.68	6.03	117
4/18 15:00	6.12	5.35	117
4/18 16:00	5.48	4.80	117
4/18 17:00	4.62	4.08	115
4/18 18:00	4.02	3.62	112
4/18 19:00	3.08	2.87	102
4/18 20:00	2.50	2.33	97
4/18 21:00	2.40	2.18	100
4/18 22:00	2.22	1.72	114
4/18 23:00	1.95	1.67	106
4/19 0:00	1.88	1.75	96
4/19 1:00	1.83	1.77	92
4/19 2:00	2.27	2.20	98
4/19 3:00	2.05	1.85	105
4/19 4:00	2.45	2.28	113
4/19 5:00	2.53	2.37	111
4/19 6:00	2.17	2.18	103
4/19 7:00	1.88	1.73	88
4/19 8:00	1.60	1.53	139
4/19 9:00	1.47	1.42	76
4/19 10:00	1.78	1.78	301
4/19 11:00	1.97	1.83	312
4/19 12:00	2.13	2.00	314
4/19 13:00	1.92	1.77	308
4/19 14:00	1.90	1.67	45
4/19 15:00	2.27	2.08	87
4/19 16:00	1.35	1.12	85
4/19 17:00	1.07	0.77	75
4/19 18:00	1.86	1.18	48
4/19 19:00	2.89	2.30	317
4/19 20:00	1.22	1.08	336
4/19 21:00	2.52	2.07	317
4/19 22:00	2.55	2.25	294
4/19 23:00	2.85	2.62	290
4/20 0:00	2.93	2.60	308
4/20 1:00	2.42	1.97	305
4/20 2:00	2.23	1.73	313
4/20 3:00	3.73	3.27	313
4/20 4:00	3.70	3.50	313
4/20 5:00	3.87	3.30	299
4/20 6:00	5.93	5.07	357
4/20 7:00	7.83	6.73	7
4/20 8:00	8.40	7.12	10
4/20 9:00	6.85	5.85	18
4/20 10:00	7.57	6.50	18
4/20 11:00	7.42	6.40	16
4/20 12:00	6.45	5.57	20
4/20 13:00	5.77	4.95	22
4/20 14:00	4.62	4.15	81
4/20 15:00	2.73	2.33	101
4/20 16:00	1.97	1.35	108
4/20 17:00	1.01	0.69	127
4/20 18:00	1.63	1.02	103
4/20 19:00	0.93	0.72	125
4/20 20:00	1.13	0.88	154
4/20 21:00	1.30	1.04	152
4/20 22:00	1.35	1.07	7
4/20 23:00	1.96	1.57	299
4/21 0:00	0.82	0.48	218
4/21 1:00	2.02	1.54	29
4/21 2:00	1.41	1.14	10
4/21 3:00	1.51	1.31	330
4/21 4:00	1.40	1.35	308
4/21 5:00	2.03	1.95	314
4/21 6:00	2.35	2.23	302
4/21 7:00	1.97	1.92	276
4/21 8:00	1.67	1.62	171
4/21 9:00	2.62	2.33	218
4/21 10:00	5.05	4.47	10
4/21 11:00	6.22	5.38	9
4/21 12:00	4.70	4.10	359
4/21 13:00	5.28	4.58	357
4/21 14:00	6.78	5.83	358
4/21 15:00	8.40	7.33	352
4/21 16:00	9.32	8.05	340
4/21 17:00	9.28	7.93	334
4/21 18:00	8.75	7.55	337
4/21 19:00	8.05	6.95	333
4/21 20:00	9.88	8.38	331
4/21 21:00	10.00	8.63	333
4/21 22:00	10.83	9.12	331
4/21 23:00	10.22	8.77	336
4/22 0:00	12.05	10.58	353
4/22 1:00	13.62	11.82	356
4/22 2:00	13.37	11.70	354
4/22 3:00	11.87	10.37	356
4/22 4:00	11.87	10.18	7
4/22 5:00	12.20	10.57	3
4/22 6:00	11.88	10.42	5
4/22 7:00	11.07	9.60	7
4/22 8:00	10.82	9.38	0
4/22 9:00	10.37	8.97	1
4/22 10:00	10.87	9.50	3
4/22 11:00	11.62	9.88	6
4/22 12:00	8.83	7.62	13
4/22 13:00	6.67	5.82	14
4/22 14:00	4.55	3.97	7
4/22 15:00	5.62	4.82	12
4/22 16:00	5.50	4.62	15
4/22 17:00	6.95	5.87	9
4/22 18:00	6.22	5.33	360
4/22 19:00	3.22	2.77	320
4/22 20:00	3.55	3.13	329
4/22 21:00	1.77	1.32	32
4/22 22:00	2.67	2.22	180
4/22 23:00	2.07	1.58	164
4/23 0:00	1.98	1.55	158
4/23 1:00	1.37	1.00	54
4/23 2:00	2.73	2.37	307
4/23 3:00	2.27	2.05	307
4/23 4:00	1.70	1.65	306
4/23 5:00	1.35	1.22	325
4/23 6:00	2.23	2.10	291
4/23 7:00	2.62	2.43	302
4/23 8:00	3.65	3.25	345
4/23 9:00	4.58	4.15	7
4/23 10:00	4.02	3.60	335
4/23 11:00	2.68	2.32	41
4/23 12:00	2.65	2.40	18
4/23 13:00	2.67	2.33	20
4/23 14:00	2.50	2.10	5
4/23 15:00	3.88	3.10	80
4/23 16:00	3.02	2.50	91
4/23 17:00	2.15	1.50	94
4/23 18:00	4.15	3.58	101
4/23 19:00	4.30	3.85	111
4/23 20:00	5.95	5.28	116
4/23 21:00	7.08	6.35	114
4/23 22:00	5.33	4.52	126
4/23 23:00	4.65	3.90	126
4/24 0:00	4.55	3.90	118
4/24 1:00	4.05	3.62	110
4/24 2:00	4.17	3.68	108
4/24 3:00	3.70	3.52	102
4/24 4:00	2.72	2.53	112
4/24 5:00	2.17	1.98	127
4/24 6:00	2.13	1.93	131
4/24 7:00	1.68	1.50	133
4/24 8:00	1.97	1.80	114
4/24 9:00	1.19	1.09	129
4/24 10:00	1.32	1.27	3
4/24 11:00	1.67	1.58	241
4/24 12:00	1.52	1.37	335
4/24 13:00	2.33	2.13	316
4/24 14:00	2.52	2.33	292
4/24 15:00	2.18	2.03	256
4/24 16:00	1.54	1.09	237
4/24 17:00	1.96	1.56	183
4/24 18:00	1.37	0.95	284
4/24 19:00	2.35	1.71	346
4/24 20:00	2.75	2.15	308
4/24 21:00	2.95	2.38	281
4/24 22:00	2.73	2.38	294
4/24 23:00	3.05	1.88	278
4/25 0:00	2.72	1.88	289
4/25 1:00	3.00	1.83	286
4/25 2:00	4.08	3.57	275
4/25 3:00	4.80	4.52	287
4/25 4:00	5.85	5.35	294
4/25 5:00	7.85	7.18	295
4/25 6:00	6.77	5.98	311
4/25 7:00	7.52	6.67	311
4/25 8:00	6.45	5.80	309
4/25 9:00	6.10	5.63	297
4/25 10:00	5.95	5.62	291
4/25 11:00	4.90	4.55	292
4/25 12:00	4.23	3.98	296
4/25 13:00	3.37	3.23	290
4/25 14:00	3.42	3.03	292
4/25 15:00	2.30	1.77	306
4/25 16:00	2.15	1.58	298
4/25 17:00	2.62	1.90	309
4/25 18:00	2.60	1.52	327
4/25 19:00	3.08	2.25	327
4/25 20:00	2.85	1.77	323
4/25 21:00	2.40	0.80	323
4/25 22:00	0.88	0.49	348
4/25 23:00	0.73	0.42	306
4/26 0:00	1.26	0.84	348
4/26 1:00	1.95	1.29	167
4/26 2:00	1.12	0.57	161
4/26 3:00	0.95	0.83	154
4/26 4:00	0.52	0.58	235
4/26 5:00	1.02	0.98	214
4/26 6:00	1.48	1.45	237
4/26 7:00	2.28	2.13	211
4/26 8:00	2.23	2.00	143
4/26 9:00	2.55	2.35	77
4/26 10:00	2.63	2.43	132
4/26 11:00	2.60	2.25	139
4/26 12:00	2.77	2.42	142
4/26 13:00	3.67	3.30	116
4/26 14:00	3.63	3.20	118
4/26 15:00	3.42	3.02	113
4/26 16:00	3.22	2.50	116
4/26 17:00	2.78	1.95	116
4/26 18:00	2.08	1.17	123
4/26 19:00	2.22	1.47	117
4/26 20:00	1.78	0.92	112
4/26 21:00	1.27	0.92	145
4/26 22:00	1.30	0.98	171
4/26 23:00	1.00	0.75	178
4/27 0:00	1.13	0.95	193
4/27 1:00	1.63	1.70	289
4/27 2:00	2.35	1.83	313
4/27 3:00	2.18	1.87	312
4/27 4:00	1.77	1.82	314
4/27 5:00	0.67	0.62	2
4/27 6:00	1.03	0.92	221
4/27 7:00	1.35	1.27	200
4/27 8:00	1.57	1.37	151
4/27 9:00	1.17	1.00	211
4/27 10:00	1.78	1.67	112
4/27 11:00	1.62	1.48	273
4/27 12:00	1.35	1.27	309
4/27 13:00	1.43	1.27	152
4/27 14:00	2.53	2.05	183
4/27 15:00	2.70	2.13	198
4/27 16:00	3.88	3.00	240
4/27 17:00	1.70	1.25	152
4/27 18:00	1.27	0.78	218
4/27 19:00	1.10	0.57	326
4/27 20:00	1.16	0.77	335
4/27 21:00	2.39	1.68	351
4/27 22:00	2.10	1.10	336
4/27 23:00	3.32	2.28	313
4/28 0:00	2.92	1.98	311
4/28 1:00	1.53	0.98	328
4/28 2:00	1.18	0.78	332
4/28 3:00	1.58	1.25	334
4/28 4:00	0.82	0.82	301
4/28 5:00	1.50	1.40	344
4/28 6:00	1.48	1.37	21
4/28 7:00	2.92	2.52	170
4/28 8:00	5.28	4.52	202
4/28 9:00	7.25	5.98	216
4/28 10:00	5.65	4.82	222
4/28 11:00	7.23	6.60	256
4/28 12:00	7.67	7.02	254
4/28 13:00	6.58	5.92	250
4/28 14:00	5.97	5.50	254
4/28 15:00	4.47	3.98	247
4/28 16:00	3.57	2.93	244
4/28 17:00	2.85	2.28	255
4/28 18:00	3.27	2.78	257
4/28 19:00	4.62	4.12	266
4/28 20:00	3.28	3.02	255
4/28 21:00	1.52	0.97	322
4/28 22:00	3.68	3.00	291
4/28 23:00	3.67	3.00	286
4/29 0:00	2.13	1.65	325
4/29 1:00	1.12	0.80	290
4/29 2:00	2.92	2.33	290
4/29 3:00	4.00	3.60	293
4/29 4:00	5.53	5.10	290
4/29 5:00	8.12	7.37	299
4/29 6:00	8.73	7.80	301
4/29 7:00	8.37	7.85	291
4/29 8:00	8.38	7.70	295
4/29 9:00	7.70	7.00	301
4/29 10:00	7.10	6.23	318
4/29 11:00	6.82	6.07	307
4/29 12:00	5.88	5.38	298
4/29 13:00	5.48	4.93	298
4/29 14:00	5.23	4.60	303
4/29 15:00	4.20	3.40	319
4/29 16:00	2.35	1.75	270
4/29 17:00	3.17	2.53	252
4/29 18:00	3.85	3.27	264
4/29 19:00	3.03	2.45	253
4/29 20:00	2.12	1.48	321
4/29 21:00	1.70	1.18	344
4/29 22:00	3.47	2.98	293
4/29 23:00	3.58	3.32	321
4/30 0:00	2.38	1.35	327
4/30 1:00	3.83	1.68	314
4/30 2:00	4.65	3.88	308
4/30 3:00	3.63	3.13	299
4/30 4:00	3.42	3.12	292
4/30 5:00	5.60	5.27	291
4/30 6:00	7.37	6.78	293
4/30 7:00	7.25	6.60	299
4/30 8:00	6.35	5.67	309
4/30 9:00	5.68	5.23	304
4/30 10:00	5.02	4.63	303
4/30 11:00	6.10	5.50	303
4/30 12:00	5.80	5.20	307
4/30 13:00	6.05	5.38	304
4/30 14:00	6.03	5.15	309
4/30 15:00	4.72	4.00	306
4/30 16:00	5.15	4.25	294
4/30 17:00	3.23	2.77	266
4/30 18:00	3.42	2.87	263
4/30 19:00	3.23	2.77	260
4/30 20:00	3.15	2.58	251
4/30 21:00	2.10	1.52	301
4/30 22:00	3.10	2.35	262
4/30 23:00	4.25	3.68	248
5/1 0:00	3.55	2.93	259
5/1 1:00	4.48	4.08	274
5/1 2:00	7.98	7.45	287
5/1 3:00	8.85	7.85	298
5/1 4:00	8.47	7.48	305
5/1 5:00	10.87	9.70	302
5/1 6:00	10.50	9.78	294
5/1 7:00	8.62	7.97	296
5/1 8:00	9.57	8.87	293
5/1 9:00	9.20	8.52	292
5/1 10:00	8.30	7.78	293
5/1 11:00	7.93	7.30	296
5/1 12:00	9.00	8.18	298
5/1 13:00	8.18	7.40	301
5/1 14:00	7.62	6.50	313
5/1 15:00	7.22	6.32	315
5/1 16:00	4.48	3.75	326
5/1 17:00	2.77	2.10	321
5/1 18:00	5.02	4.32	302
5/1 19:00	2.75	2.27	297
5/1 20:00	4.63	4.02	303
5/1 21:00	4.97	4.22	303
5/1 22:00	4.60	4.10	302
5/1 23:00	4.62	3.78	305
5/2 0:00	3.42	2.45	306
5/2 1:00	1.05	0.67	188
5/2 2:00	2.82	2.43	310
5/2 3:00	2.23	2.10	314
5/2 4:00	1.00	1.02	297
5/2 5:00	1.83	1.60	183
5/2 6:00	2.90	2.60	172
5/2 7:00	3.30	2.87	165
5/2 8:00	2.78	2.52	126
5/2 9:00	2.92	2.70	109
5/2 10:00	3.35	2.85	150
5/2 11:00	3.78	3.30	137
5/2 12:00	3.18	2.75	123
5/2 13:00	3.07	2.60	134
5/2 14:00	2.47	1.85	150
5/2 15:00	3.35	2.87	144
5/2 16:00	2.55	1.75	122
5/2 17:00	1.24	0.62	123
5/2 18:00	2.30	1.58	132
5/2 19:00	2.50	1.70	137
5/2 20:00	1.52	1.03	157
5/2 21:00	1.35	0.98	93
5/2 22:00	1.47	0.92	15
5/2 23:00	1.30	1.23	325
5/3 0:00	2.68	2.10	317
5/3 1:00	2.22	1.65	312
5/3 2:00	2.08	1.82	307
5/3 3:00	1.98	1.60	307
5/3 4:00	2.80	2.55	297
5/3 5:00	3.37	3.33	293
5/3 6:00	4.33	3.73	183
5/3 7:00	3.43	3.00	307
5/3 8:00	1.97	1.82	358
5/3 9:00	3.63	3.15	109
5/3 10:00	4.47	3.87	185
5/3 11:00	3.53	3.25	121
5/3 12:00	3.23	2.93	106
5/3 13:00	4.07	3.50	150
5/3 14:00	2.78	2.37	178
5/3 15:00	2.72	2.20	163
5/3 16:00	2.80	2.17	164
5/3 17:00	2.50	2.00	170
5/3 18:00	0.82	0.77	352
5/3 19:00	1.20	0.94	158
5/3 20:00	0.98	0.61	170
5/3 21:00	1.55	1.14	331
5/3 22:00	1.10	0.62	313
5/3 23:00	1.92	1.57	307
5/4 0:00	1.87	1.35	294
5/4 1:00	1.48	0.95	252
5/4 2:00	2.15	1.87	302
5/4 3:00	2.08	2.05	310
5/4 4:00	1.72	1.67	319
5/4 5:00	0.78	0.83	50
5/4 6:00	1.33	1.18	152
5/4 7:00	1.87	1.67	204
5/4 8:00	1.55	1.33	270
5/4 9:00	1.93	1.77	160
5/4 10:00	2.35	2.03	81
5/4 11:00	3.35	2.93	19
5/4 12:00	1.97	1.70	83
5/4 13:00	2.48	2.20	77
5/4 14:00	3.18	2.77	52
5/4 15:00	1.87	1.35	41
5/4 16:00	2.63	1.98	30
5/4 17:00	1.12	0.60	53
5/4 18:00	1.32	0.79	31
5/4 19:00	1.65	1.18	77
5/4 20:00	0.72	0.42	60
5/4 21:00	0.71	0.56	7
5/4 22:00	0.77	0.58	280
5/4 23:00	1.14	0.67	279
5/5 0:00	1.78	1.30	311
5/5 1:00	2.03	1.48	319
5/5 2:00	4.10	3.65	308
5/5 3:00	3.57	3.28	308
5/5 4:00	3.15	2.93	304
5/5 5:00	3.80	3.52	303
5/5 6:00	3.00	2.75	309
5/5 7:00	4.78	4.45	343
5/5 8:00	7.08	6.30	359
5/5 9:00	7.22	6.43	360
5/5 10:00	6.42	5.63	354
5/5 11:00	4.73	4.18	349
5/5 12:00	4.50	3.97	10
5/5 13:00	4.55	3.95	12
5/5 14:00	4.25	3.62	14
5/5 15:00	3.83	3.27	8
5/5 16:00	1.90	1.58	332
5/5 17:00	1.72	1.45	252
5/5 18:00	2.70	2.22	337
5/5 19:00	3.30	2.83	302
5/5 20:00	2.23	1.82	350
5/5 21:00	0.97	0.70	349
5/5 22:00	1.05	0.80	335
5/5 23:00	0.73	0.70	293
5/6 0:00	1.17	0.77	293
5/6 1:00	3.77	2.85	305
5/6 2:00	4.10	3.38	312
5/6 3:00	1.67	1.53	317
5/6 4:00	1.33	1.22	310
5/6 5:00	1.78	1.63	296
5/6 6:00	2.33	2.18	308
5/6 7:00	2.85	2.68	311
5/6 8:00	3.03	2.83	305
5/6 9:00	2.57	2.43	313
5/6 10:00	2.03	1.88	274
5/6 11:00	1.78	1.62	297
5/6 12:00	1.75	1.75	283
5/6 13:00	1.20	1.12	320
5/6 14:00	2.25	1.97	175
5/6 15:00	1.70	1.48	62
5/6 16:00	1.60	1.18	14
5/6 17:00	0.98	0.65	350
5/6 18:00	1.30	0.90	354
5/6 19:00	1.22	0.95	335
5/6 20:00	1.17	1.00	333
5/6 21:00	1.60	1.30	319
5/6 22:00	2.47	1.50	318
5/6 23:00	2.25	1.88	305
5/7 0:00	2.43	1.98	305
5/7 1:00	2.38	2.23	295
5/7 2:00	1.52	1.27	285
5/7 3:00	2.85	2.75	308
5/7 4:00	1.57	1.52	313
5/7 5:00	0.80	0.75	25
5/7 6:00	1.08	1.03	257
5/7 7:00	1.43	1.37	216
5/7 8:00	1.25	1.20	279
5/7 9:00	1.67	1.67	291
5/7 10:00	1.80	1.83	281
5/7 11:00	1.47	1.40	234
5/7 12:00	1.58	1.40	172
5/7 13:00	1.72	1.48	131
5/7 14:00	1.38	1.10	103
5/7 15:00	1.25	1.00	102
5/7 16:00	1.50	1.03	67
5/7 17:00	1.47	1.05	32
5/7 18:00	1.85	1.50	329
5/7 19:00	2.23	1.65	320
5/7 20:00	1.61	0.99	331
5/7 21:00	1.06	0.95	344
5/7 22:00	2.15	1.57	317
5/7 23:00	2.63	1.57	314
5/8 0:00	1.82	1.48	299
5/8 1:00	2.47	1.48	307
5/8 2:00	3.27	2.68	298
5/8 3:00	2.42	2.12	304
5/8 4:00	1.15	1.08	314
5/8 5:00	0.88	0.78	338
5/8 6:00	1.72	1.53	162
5/8 7:00	1.97	1.70	166
5/8 8:00	2.25	1.92	108
5/8 9:00	2.00	1.78	101
5/8 10:00	1.93	1.72	18
5/8 11:00	2.38	2.07	151
5/8 12:00	2.28	1.98	71
5/8 13:00	2.73	2.35	118
5/8 14:00	3.52	2.77	139
5/8 15:00	3.62	2.73	137
5/8 16:00	3.02	2.20	128
5/8 17:00	2.42	1.48	119
5/8 18:00	1.65	0.80	107
5/8 19:00	0.98	0.74	94
5/8 20:00	1.38	0.95	137
5/8 21:00	0.75	0.42	124
5/8 22:00	0.57	0.49	14
5/8 23:00	0.51	0.46	44
5/9 0:00	1.75	0.92	58
5/9 1:00	0.74	0.57	23
5/9 2:00	0.92	0.62	120
5/9 3:00	2.02	1.35	138
5/9 4:00	3.40	2.95	122
5/9 5:00	3.25	2.90	117
5/9 6:00	3.07	2.85	117
5/9 7:00	2.20	1.93	106
5/9 8:00	2.43	2.12	109
5/9 9:00	1.78	1.58	125
5/9 10:00	2.17	1.83	130
5/9 11:00	2.55	2.32	126
5/9 12:00	1.75	1.47	146
5/9 13:00	2.50	2.12	170
5/9 14:00	3.05	2.55	168
5/9 15:00	2.72	2.15	235
5/9 16:00	4.25	3.17	229
5/9 17:00	2.62	2.02	253
5/9 18:00	2.70	2.28	273
5/9 19:00	1.15	0.43	287
5/9 20:00	0.92	0.69	338
5/9 21:00	1.45	1.15	298
5/9 22:00	1.21	0.79	317
5/9 23:00	1.57	0.72	304
5/10 0:00	2.27	0.87	314
5/10 1:00	2.13	0.95	315
5/10 2:00	2.87	2.15	319
5/10 3:00	2.67	2.23	317
5/10 4:00	2.15	1.92	310
5/10 5:00	2.87	2.72	299
5/10 6:00	2.35	2.13	307
5/10 7:00	1.87	1.70	323
5/10 8:00	2.18	2.00	352
5/10 9:00	1.72	1.55	75
5/10 10:00	2.75	2.40	158
5/10 11:00	3.32	2.78	176
5/10 12:00	2.45	2.07	159
5/10 13:00	1.97	1.63	123
5/10 14:00	2.42	1.83	143
5/10 15:00	2.20	1.48	145
5/10 16:00	2.73	1.77	208
5/10 17:00	2.18	1.30	217
5/10 18:00	1.27	0.52	256
5/10 19:00	2.60	1.70	297
5/10 20:00	1.93	1.43	305
5/10 21:00	2.18	1.20	306
5/10 22:00	3.60	2.37	311
5/10 23:00	3.53	2.50	315
5/11 0:00	3.20	2.10	307
5/11 1:00	3.33	2.53	324
5/11 2:00	3.28	2.33	318
5/11 3:00	1.93	1.52	312
5/11 4:00	1.20	0.92	318
5/11 5:00	1.05	0.98	306
5/11 6:00	2.22	2.00	299
5/11 7:00	2.32	2.05	316
5/11 8:00	1.78	1.55	325
5/11 9:00	2.18	1.93	329
5/11 10:00	2.87	2.57	310
5/11 11:00	4.62	4.15	303
5/11 12:00	5.53	5.10	264
5/11 13:00	4.45	4.07	275
5/11 14:00	3.58	3.18	277
5/11 15:00	2.37	2.18	278
5/11 16:00	2.58	2.15	268
5/11 17:00	4.30	3.70	265
5/11 18:00	4.00	3.28	299
5/11 19:00	2.73	2.10	303
5/11 20:00	2.37	1.48	305
5/11 21:00	3.23	2.55	305
5/11 22:00	3.18	2.25	311
5/11 23:00	3.53	2.00	316
5/12 0:00	2.12	0.85	322
5/12 1:00	2.45	1.72	292
5/12 2:00	1.92	1.37	305
5/12 3:00	2.83	2.32	301
5/12 4:00	3.07	2.62	305
5/12 5:00	5.37	4.85	303
5/12 6:00	5.77	5.13	304
5/12 7:00	3.97	3.50	329
5/12 8:00	3.63	3.15	329
5/12 9:00	4.33	3.80	331
5/12 10:00	3.70	3.23	338
5/12 11:00	3.40	2.98	351
5/12 12:00	3.80	3.32	12
5/12 13:00	4.53	3.90	26
5/12 14:00	3.70	3.15	16
5/12 15:00	2.58	2.05	21
5/12 16:00	2.02	1.57	329
5/12 17:00	2.20	1.78	321
5/12 18:00	2.78	1.97	313
5/12 19:00	3.30	2.93	299
5/12 20:00	2.95	2.27	327
5/12 21:00	2.68	2.02	320
5/12 22:00	2.63	1.90	321
5/12 23:00	1.95	1.60	313
5/13 0:00	2.05	1.72	293
5/13 1:00	2.65	2.15	292
5/13 2:00	2.60	2.07	313
5/13 3:00	2.03	1.78	356
5/13 4:00	1.03	1.00	5
5/13 5:00	1.40	1.35	311
5/13 6:00	0.95	0.88	1
5/13 7:00	1.92	1.75	292
5/13 8:00	2.57	2.30	165
5/13 9:00	2.28	1.90	193
5/13 10:00	1.68	1.58	186
5/13 11:00	3.35	2.95	6
5/13 12:00	2.47	2.18	355
5/13 13:00	2.40	2.18	319
5/13 14:00	2.25	1.82	32
5/13 15:00	1.27	0.98	348
5/13 16:00	3.48	2.95	16
5/13 17:00	2.17	1.70	342
5/13 18:00	2.48	2.00	326
5/13 19:00	1.45	1.17	310
5/13 20:00	1.02	0.75	309
5/13 21:00	1.37	0.97	311
5/13 22:00	1.48	1.02	312
5/13 23:00	2.73	1.77	311
5/14 0:00	2.10	1.32	304
5/14 1:00	1.57	0.93	300
5/14 2:00	2.17	1.57	321
5/14 3:00	1.78	1.37	327
5/14 4:00	4.53	4.02	292
5/14 5:00	7.60	6.83	298
5/14 6:00	7.45	6.57	301
5/14 7:00	6.32	5.78	296
5/14 8:00	4.70	4.22	303
5/14 9:00	5.60	5.02	327
5/14 10:00	5.52	4.85	341
5/14 11:00	6.02	5.20	344
5/14 12:00	5.00	4.32	354
5/14 13:00	4.18	3.57	330
5/14 14:00	2.85	2.28	6
5/14 15:00	2.25	1.57	64
5/14 16:00	1.45	0.96	83
5/14 17:00	3.35	2.62	55
5/14 18:00	3.42	2.45	115
5/14 19:00	2.88	2.10	134
5/14 20:00	2.78	2.00	92
5/14 21:00	3.72	3.02	93
5/14 22:00	4.32	3.85	100
5/14 23:00	4.07	3.45	95
5/15 0:00	3.20	2.32	110
5/15 1:00	2.88	2.15	113
5/15 2:00	3.55	2.68	117
5/15 3:00	3.08	2.32	128
5/15 4:00	2.73	2.13	90
5/15 5:00	1.60	1.15	88
5/15 6:00	1.92	1.28	84
5/15 7:00	1.35	1.00	67
5/15 8:00	1.88	1.42	25
5/15 9:00	1.87	1.55	338
5/15 10:00	2.07	1.55	30
5/15 11:00	3.33	2.78	48
5/15 12:00	5.87	4.93	356
5/15 13:00	6.47	5.55	8
5/15 14:00	5.72	4.97	30
5/15 15:00	5.12	4.42	17
5/15 16:00	4.25	3.37	349
5/15 17:00	3.70	2.70	344
5/15 18:00	4.20	3.40	345
5/15 19:00	4.15	3.18	333
5/15 20:00	2.82	2.00	307
5/15 21:00	2.10	1.33	299
5/15 22:00	1.67	0.87	312
5/15 23:00	2.17	0.97	315
5/16 0:00	1.70	0.70	315
5/16 1:00	1.07	0.80	38
5/16 2:00	0.68	0.60	166
5/16 3:00	0.45	0.42	230
5/16 4:00	0.90	0.78	319
5/16 5:00	1.42	1.12	328
5/16 6:00	1.07	0.92	303
5/16 7:00	0.47	0.42	48
5/16 8:00	0.73	0.63	148
5/16 9:00	1.25	1.00	101
5/16 10:00	1.97	1.45	175
5/16 11:00	2.58	2.22	68
5/16 12:00	2.75	2.35	79
5/16 13:00	2.40	1.95	90
5/16 14:00	2.80	2.43	102
5/16 15:00	2.58	2.12	99
5/16 16:00	2.32	1.72	103
5/16 17:00	2.90	2.07	109
5/16 18:00	3.38	2.43	110
5/16 19:00	3.52	2.65	115
5/16 20:00	3.23	2.47	110
5/16 21:00	2.97	2.13	114
5/16 22:00	2.33	1.45	114
5/16 23:00	1.62	0.68	113
5/17 0:00	2.55	1.45	130
5/17 1:00	2.60	1.78	113
5/17 2:00	2.90	2.23	107
5/17 3:00	2.82	2.22	108
5/17 4:00	2.67	2.27	110
5/17 5:00	3.32	2.80	109
5/17 6:00	2.82	2.13	108
5/17 7:00	2.35	1.88	96
5/17 8:00	2.12	1.67	97
5/17 9:00	1.73	1.33	75
5/17 10:00	1.95	1.50	78
5/17 11:00	2.05	1.57	53
5/17 12:00	1.92	1.38	109
5/17 13:00	0.88	0.52	135
5/17 14:00	1.69	1.45	28
5/17 15:00	0.68	0.40	346
5/17 16:00	1.03	0.48	39
5/17 17:00	0.85	0.62	94
5/17 18:00	1.42	0.53	85
5/17 19:00	1.53	0.85	158
5/17 20:00	0.87	0.60	210
5/17 21:00	1.20	0.89	244
5/17 22:00	2.08	1.64	357
5/17 23:00	1.80	1.39	135
5/18 0:00	1.69	1.34	329
5/18 1:00	1.37	0.91	6
5/18 2:00	0.88	0.45	323
5/18 3:00	0.73	0.57	322
5/18 4:00	1.73	1.53	290
5/18 5:00	2.20	1.92	318
5/18 6:00	1.27	1.12	338
5/18 7:00	1.72	1.62	318
5/18 8:00	1.87	1.63	205
5/18 9:00	2.40	2.07	189
5/18 10:00	1.77	1.42	140
5/18 11:00	3.10	2.70	184
5/18 12:00	2.95	2.33	177
5/18 13:00	3.83	2.98	153
5/18 14:00	4.62	3.67	158
5/18 15:00	4.23	3.18	152
5/18 16:00	3.55	2.43	158
5/18 17:00	2.47	1.12	150
5/18 18:00	0.88	0.40	118
5/18 19:00	1.53	0.78	88
5/18 20:00	0.97	0.40	90
5/18 21:00	0.59	0.39	92
5/18 22:00	0.83	0.69	156
5/18 23:00	0.52	0.40	145
5/19 0:00	1.07	0.74	350
5/19 1:00	1.93	0.82	316
5/19 2:00	0.95	0.52	326
5/19 3:00	0.95	0.67	327
5/19 4:00	1.15	0.80	323
5/19 5:00	1.70	1.38	333
5/19 6:00	1.85	1.42	302
5/19 7:00	1.53	1.22	279
5/19 8:00	1.33	1.05	272
5/19 9:00	1.80	1.43	259
5/19 10:00	1.53	1.15	285
5/19 11:00	5.25	4.38	201
5/19 12:00	4.32	3.25	216
5/19 13:00	2.78	2.07	207
5/19 14:00	2.58	1.98	168
5/19 15:00	2.65	2.05	104
5/19 16:00	2.17	1.33	105
5/19 17:00	1.01	0.78	165
5/19 18:00	1.24	0.50	103
5/19 19:00	1.27	0.42	114
5/19 20:00	0.91	0.68	110
5/19 21:00	0.92	0.74	149
5/19 22:00	0.92	0.55	167
5/19 23:00	1.63	0.40	131
5/20 0:00	1.16	0.56	140
5/20 1:00	1.22	0.45	154
5/20 2:00	1.02	0.43	152
5/20 3:00	1.15	0.75	122
5/20 4:00	1.38	0.98	162
5/20 5:00	1.95	1.65	184
5/20 6:00	2.85	2.32	155
5/20 7:00	5.13	4.20	153
5/20 8:00	5.97	4.92	158
5/20 9:00	5.80	4.87	174
5/20 10:00	5.63	4.60	160
5/20 11:00	5.08	4.32	174
